,formatted_readme,summary,prompt_text,generated_summary
230,// We always prepend an org.jruby.proxy package to the beginning // because java and javax packages are protected and signed // jars prevent us generating new classes with those package // names. See JRUBY-2439.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// We always prepend an org.jruby.proxy package to the beginning // because java and javax packages are protected and signed // jars prevent us generating new classes with those package // names. See JRUBY-2439.

### Response:",DESIGN.
231,// TODO: This should listen for new target events // fired by WizStep.updateTabToDo so that we // can decouple it from the ProjectBrowser.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This should listen for new target events // fired by WizStep.updateTabToDo so that we // can decouple it from the ProjectBrowser.

### Response:",DESIGN.
232,// TODO: consider a conditional feature in the xml panel def for this:,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: consider a conditional feature in the xml panel def for this:

### Response:",IMPLEMENTATION.
233,/** * Create an empty but initialized instance of a UML Component. * * an initialized UML Component instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Create an empty but initialized instance of a UML Component. * * an initialized UML Component instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */

### Response:",DESIGN. It doesn't make sense to create a new element without knowing where to * put it.
234,// todo : we can remove this once the deprecated ctor can be made private...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// todo : we can remove this once the deprecated ctor can be made private...

### Response:",DESIGN.
235,"// some messy, complex stuff here, since createCriteria() can take an // aliased path, or a path rooted at the creating criteria instance",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// some messy, complex stuff here, since createCriteria() can take an // aliased path, or a path rooted at the creating criteria instance

### Response:",DESIGN.
236,// Save the .argo entry // TODO: Cyclic dependency with PersistenceManager // move PersistenceManager..getProjectBaseName() someplace else,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Save the .argo entry // TODO: Cyclic dependency with PersistenceManager // move PersistenceManager..getProjectBaseName() someplace else

### Response:",DESIGN.
237,//hence a less elegant workaround that works:,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//hence a less elegant workaround that works:

### Response:",DESIGN.
238,// This is perhaps innefficient timewise? Optimal spacewise,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// This is perhaps innefficient timewise? Optimal spacewise

### Response:",DESIGN.
239,// TODO: It would be nice to throw a better error for this,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: It would be nice to throw a better error for this

### Response:",DESIGN.
240,// FIXME: ConstDecl could be two seperate classes (or done differently since constNode and name // never exist at the same time.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: ConstDecl could be two seperate classes (or done differently since constNode and name // never exist at the same time.

### Response:",DESIGN.
241,// TODO: do we want to fire targetRemoved here or is it enough to just // stop updating the targets?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: do we want to fire targetRemoved here or is it enough to just // stop updating the targets?

### Response:",DESIGN.
242,"// Should we add the ""_"" separator?",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Should we add the ""_"" separator?

### Response:",DESIGN.
243,// a redraw should NOT trigger another change event,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// a redraw should NOT trigger another change event

### Response:",DESIGN.
244,// 18 nov 2003: calling this on a drive letter on Windows causes // drive access,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// 18 nov 2003: calling this on a drive letter on Windows causes // drive access

### Response:",DEFECT.
245,"// TODO: In UML 2.0, ClassifierRole, AssociationRole, and // AssociationEndRole have been replaced by the internal // structure of the Collaboration",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: In UML 2.0, ClassifierRole, AssociationRole, and // AssociationEndRole have been replaced by the internal // structure of the Collaboration

### Response:",DESIGN.
246,// TODO is it possible to use more than one variable?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO is it possible to use more than one variable?

### Response:",IMPLEMENTATION.
247,// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205

### Response:",DESIGN.
248,"/** * Returns names of all metamodel value elements including datatypes, * enumerations, and primitive types. * * TODO: This method rightly belongs in a separate interface dealing * with instances of MOF types as opposed to UML types like all the * rest of the methods here do. * * Collection containing Strings with names of all metatypes */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Returns names of all metamodel value elements including datatypes, * enumerations, and primitive types. * * TODO: This method rightly belongs in a separate interface dealing * with instances of MOF types as opposed to UML types like all the * rest of the methods here do. * * Collection containing Strings with names of all metatypes */

### Response:",DESIGN.
249,// FIXME missing full tests for leap year,TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME missing full tests for leap year

### Response:",TEST.
250,// we basically ignore protocol. let someone report it...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// we basically ignore protocol. let someone report it...

### Response:",DESIGN.
251,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?

### Response:",DESIGN.
252,// TODO: this is kinda gross,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: this is kinda gross

### Response:",DESIGN.
253,/* I guess translated events do not have the 'evt' field set so consuming won't work. I don't think this is a problem as nothing uses translation anyway */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* I guess translated events do not have the 'evt' field set so consuming won't work. I don't think this is a problem as nothing uses translation anyway */

### Response:",DEFECT.
