,formatted_readme,summary,prompt_text,generated_summary
919,"// Lastly, fill the web polygon if this is required",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Lastly, fill the web polygon if this is required

### Response:",NO. The web polygon is not filled.
920,// vertical light gray column separator line,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// vertical light gray column separator line

### Response:",NO.
921,// Append the classpath of the nested catalog,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Append the classpath of the nested catalog

### Response:",NO. The nested catalog's classpath is not added.
922,//$NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$

### Response:",NO. The property is not a collection...
923,/* * java.lang.Object clone() */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * java.lang.Object clone() */

### Response:",NO.clone() is not the same as NO.equals(null)
924,// src: o--------o // sub: o----o // res: o-o o-o // Reuse src(=right res),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// src: o--------o // sub: o----o // res: o-o o-o // Reuse src(=right res)

### Response:",NO.equals(NOOP)
925,// i18n[ProgressBarDialog.insertingRecordsLabel=Copying records],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[ProgressBarDialog.insertingRecordsLabel=Copying records]

### Response:",NO.
926,// Load a file. This is what starts things off.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Load a file. This is what starts things off.

### Response:",NO. The file needs to be processed before it can be loaded.
927,// Java and MRI definitions of divmod are different. ,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Java and MRI definitions of divmod are different.

### Response:","NO. From Java API: // The division result is in the quotient, the remainder in the mod. // MRI: // The division result is in the quotient, the remainder in the rem."
928,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
929,"// calculate plotAreas of all sub-plots, maximum vertical/horizontal // axis width/height",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// calculate plotAreas of all sub-plots, maximum vertical/horizontal // axis width/height

### Response:",NO. The sub-plot area is calculated by the sub-plot itself.
930,// second account item,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// second account item

### Response:",NO.
931,// line 1574,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// line 1574

### Response:",NO.
932,"// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions",YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions

### Response:",YES.override(NO);
933,//i18n[ColumnDetailsDialog.showButtonLabel=Show SQL],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//i18n[ColumnDetailsDialog.showButtonLabel=Show SQL]

### Response:",NO.
934,// utility is a namespace collection - also not strictly // required to have operations.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// utility is a namespace collection - also not strictly // required to have operations.

### Response:",NO. Operations are not required.
935,"/* (non-Javadoc) * org.eclipse.emf.codegen.merge.java.facade.ast.ASTJNode insertSibling(org.eclipse.emf.codegen.merge.java.facade.JNode, org.eclipse.emf.codegen.merge.java.facade.JNode, boolean) */",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * org.eclipse.emf.codegen.merge.java.facade.ast.ASTJNode insertSibling(org.eclipse.emf.codegen.merge.java.facade.JNode, org.eclipse.emf.codegen.merge.java.facade.JNode, boolean) */

### Response:","NO. The insertSibling method takes a JNode and a JNode, but you want to insert the new JNode between the two JNodes. Instead, use the insertNodeBefore method."
936,// i18n[popupeditableIoPanel.cannotAccessFile=Cannot access file name {0}\nAborting export.],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[popupeditableIoPanel.cannotAccessFile=Cannot access file name {0}\nAborting export.]

### Response:",NO.
937,// updates current stack size (max stack size unchanged),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// updates current stack size (max stack size unchanged)

### Response:",NO. The stack size can only be increased.
938,// $NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// $NON-NLS-1$

### Response:","NO. The property is not a string, so we cannot use this code"
939,// check independence,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// check independence

### Response:",NO. Tests for independence are run in the tearDown method.
940,// check independence,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// check independence

### Response:",NO. Tests for independence are run in the tearDown method.
941,// Help with garbage control,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Help with garbage control

### Response:",NO.
942,//$NON-NLS-1$ (Flash Media Manifest),NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//$NON-NLS-1$ (Flash Media Manifest)

### Response:",NO. The value is the same.
943,//catch permissions denial and keep going,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//catch permissions denial and keep going

### Response:",NO. Users and groups are not checked by default.
944,// single sender - re-use identity type,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// single sender - re-use identity type

### Response:",NO.
945,// Extra care to be taken since allPosters can be reset while // this method is running.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Extra care to be taken since allPosters can be reset while // this method is running.

### Response:",NO. // AllPosters are not changed during the run of this method.
946,// $NON-NLS-1$,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// $NON-NLS-1$

### Response:","NO. The property is not a string, so we cannot use this code"
947,// tooltip text,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// tooltip text

### Response:",NO. Tooltip text cannot be set.
948,// PostgreSQL uses literal values true/false instead of 1/0.,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// PostgreSQL uses literal values true/false instead of 1/0.

### Response:",NO.
949,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
950,// Check if the exclude pattern is matched,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Check if the exclude pattern is matched

### Response:",NO. The exclude pattern is not matched.
951,// Stores,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Stores

### Response:",NO. Stores should not have a body
952,//{{{ isMiddleButton() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ isMiddleButton() method

### Response:",NO.
953,// the DEFAULT class // Convert int to Integer etc:,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// the DEFAULT class // Convert int to Integer etc:

### Response:",NO. The class name must be provided by the user.
